state,county_name,unemployment_rate_2010,population_total_2010,urban_population_prc,rural_population_prc,crime_per_capita,per_capita_sme_num,per_capita_large_num,avg_ann_pay_per_emp_sme,avg_ann_pay_per_emp_large,avg_ann_pay_per_emp_total,population_jail_prc,2008_dem_%_vote,2008_rep_%_vote,2008_other_%_vote,smoke_percent_2010,popul_hs_grad_prc,popul_college_grad_prc,popul_single_paren_prc,liquor_stores_per10k,police_per_1000,WhiteNonHispanicPct2010,BlackNonHispanicPct2010,AsianNonHispanicPct2010,NativeAmericanNonHispanicPct2010,HispanicPct2010,MultipleRacePct2010
GA,Ben Hill,16.1,17634.0,0.659975048,0.340024952,0.000850629,0.016218668,0.003005557,28825.48962,25198.24047,27619.00117,0.005979358,0.429092114,0.56610338,0.004804506,28.21,54.0,11.0,13.0,1.7,3.062266076896904,57.64,34.52,0.68,0.27,5.82,1.33
GA,Bibb,11.8,155547.0,0.855895646,0.144104354,0.00604319,0.020186825,0.003278752,33330.93068,36564.6544,35121.55307,0.005908182,0.587436716,0.407380063,0.005183221,23.49,47.0,22.0,13.0,1.3,2.1986923566510446,42.11,51.91,1.6,0.18,2.82,1.44
GA,Bleckley,12.6,13063.0,0.484115441,0.515884559,0.002526219,0.010640741,0.00183725,26899.48893,20268.80642,23854.44496,0.003186098,0.272135673,0.721159535,0.006704792,25.72,69.0,14.0,12.0,0.0,3.13863584169027,68.9,27.05,0.83,0.05,2.3,0.98
GA,Brantley,12.9,18411.0,0.005540166,0.994459834,0.002063983,0.008690457,0.000325892,22616.69659,18958.33333,24509.93884,0.003231764,0.178269874,0.809303808,0.012426318,29.96,67.0,7.0,10.0,0.0,2.498506327738852,93.41,2.88,0.2,0.3,1.86,1.48
GA,Brooks,9.7,16243.0,0.289601675,0.710398325,0.007757188,0.010219787,0.001415995,30540.27505,29584.65608,26794.98747,0.005540848,0.430414449,0.565553943,0.004031608,28.27,49.0,13.0,12.0,0.0,2.585729237209875,58.02,35.06,0.31,0.3,5.25,1.24
GA,Bulloch,10.2,70217.0,0.517168207,0.482831793,0.003973397,0.016505974,0.001965336,24632.6428,27401.55322,25733.93495,0.003204352,0.400752508,0.592558528,0.006688963,21.9,67.0,23.0,10.0,0.3,1.6235384593474516,65.87,27.42,1.44,0.2,3.47,1.65
GA,Butts,11.6,23655.0,0.220587614,0.779412386,0.001944621,0.012682308,0.0016487,26791.50429,29006.55201,27505.67732,0.004408793,0.337146629,0.654163458,0.008689913,28.32,51.0,10.0,8.0,0.0,3.21285140562249,68.48,27.19,0.42,0.22,2.52,1.33
GA,Calhoun,8.9,6694.0,0.0,1.0,0.001493875,0.010457126,0.001045713,33837.76596,0.0,31580.28617,0.00298775,0.606965174,0.389868838,0.003165988,26.07,35.0,13.0,14.0,0.0,2.390200179265013,33.61,61.13,0.45,0.13,3.91,0.96
GA,Camden,10.1,50513.0,0.685566092,0.314433908,0.003484252,0.012828381,0.001999485,23474.9725,33734.96994,28463.60243,0.002462336,0.37941934,0.61472723,0.00585343,24.05,66.0,18.0,10.0,0.6,2.6329855680715855,71.22,19.05,1.4,0.46,5.13,3.03
GA,Catoosa,8.7,63942.0,0.7189797,0.2810203,0.001954897,0.011088174,0.00208001,28683.72881,29033.85827,28865.22449,0.003039942,0.245958524,0.743713259,0.010328217,25.2,61.0,15.0,9.0,0.0,2.158205874073379,92.5,2.12,1.19,0.3,2.3,1.65
GA,Charlton,10.7,12171.0,0.489770767,0.510229233,0.001889738,0.010023827,0.001725413,33527.49141,27386.00724,26204.84171,0.0,0.324830393,0.669199457,0.005970149,30.09,58.0,7.0,12.0,0.0,2.7113630761646537,66.68,28.29,0.62,0.31,2.55,1.58
GA,Chatham,10.0,265128.0,0.954950062,0.045049938,0.003960351,0.020020518,0.002602517,32568.33924,39949.57418,36337.68235,0.006709967,0.56926831,0.424799071,0.005932619,22.46,53.0,29.0,12.0,1.7,1.5426510968287017,50.35,39.71,2.35,0.22,5.42,2.15
GA,Cherokee,8.9,214346.0,0.828972782,0.171027218,0.000979724,0.018432814,0.001222323,32501.3916,26826.63752,30485.13658,0.002789882,0.238344069,0.749466792,0.01218914,20.08,70.0,32.0,9.0,0.2,1.8381495339311207,81.29,5.43,1.63,0.25,9.59,2.09
GA,Clarke,9.4,116714.0,0.941403773,0.058596227,0.003290094,0.019397844,0.002750313,30865.52064,33884.60779,32301.79778,0.004224001,0.650208745,0.336914964,0.012876291,17.99,50.0,42.0,11.0,2.1,1.405144198639409,57.13,26.3,4.12,0.12,10.45,2.16
GA,Clayton,13.7,259424.0,0.991122641,0.008877359,0.005504502,0.010716048,0.002016005,33613.26051,32108.57323,32669.21055,0.008017762,0.82993423,0.16599288,0.00407289,22.16,51.0,17.0,18.0,0.4,1.318305168373011,14.11,65.15,4.95,0.22,13.66,2.53
GA,Cobb,9.4,688078.0,0.99753807,0.00246193,0.002903741,0.021718468,0.001684402,43110.05982,52198.58729,48406.73298,0.00353428,0.447673755,0.541956734,0.010369511,17.33,74.0,43.0,9.0,1.0,1.087086057103991,56.31,24.42,4.42,0.19,12.26,2.71
GA,Coffee,16.0,42356.0,0.334167532,0.665832468,0.003871943,0.016266881,0.002219284,24581.82422,31529.54657,28081.46438,0.003925064,0.349967266,0.645377173,0.004655561,27.18,54.0,14.0,12.0,1.0,2.691472282557371,61.16,26.51,0.71,0.21,10.27,1.36
GA,Columbia,7.4,124053.0,0.837722586,0.162277414,0.001217222,0.014195545,0.00150742,30874.7932,32911.30404,31740.48851,0.001922001,0.283698578,0.710411736,0.005889686,19.15,77.0,34.0,7.0,0.7,2.9100465123777743,73.77,14.58,3.81,0.28,4.98,2.81
GA,Coweta,9.8,127317.0,0.670672416,0.329327584,0.00186935,0.012802689,0.001924331,28724.98796,32543.87264,30711.73774,0.004168414,0.289846682,0.701619078,0.00853424,22.36,67.0,23.0,8.0,0.2,1.7201159311011098,72.73,17.08,1.49,0.22,6.67,2.07
GA,Dade,8.8,16633.0,0.278723021,0.721276979,0.002525101,0.010581374,0.001863765,27572.78107,28024.8307,31441.99134,0.003452775,0.251560549,0.733926342,0.014513109,24.1,66.0,12.0,8.0,0.6,1.6232790236277281,94.97,0.85,0.69,0.39,1.76,1.31
GA,Dawson,11.0,22330.0,0.196909987,0.803090013,0.00080609,0.019211823,0.006403941,28418.78589,20660.86187,23907.31205,0.00734438,0.163625426,0.826348506,0.010026068,23.19,69.0,15.0,8.0,0.0,5.239587998208688,93.36,0.43,0.56,0.33,4.12,1.36
GA,Douglas,11.4,132403.0,0.842428042,0.157571958,0.003058843,0.014115994,0.002703866,31283.1938,30752.70356,30982.83159,0.005747604,0.505146778,0.48675635,0.008096872,23.34,70.0,23.0,12.0,0.7,2.371547472489294,49.03,38.81,1.42,0.24,8.4,2.38
GA,Early,11.9,11008.0,0.340479651,0.659520349,0.005268895,0.017169331,0.002634448,22929.28287,0.0,46121.75793,0.004645712,0.487910028,0.508153702,0.00393627,26.43,65.0,14.0,14.0,2.5,3.815406976744186,47.69,49.43,0.34,0.31,1.55,0.76
GA,Elbert,15.0,20166.0,0.293811366,0.706188634,0.003967073,0.021223842,0.001834771,27536.10565,22392.23881,25889.95032,0.003074482,0.404713238,0.585307202,0.00997956,26.49,51.0,10.0,9.0,1.5,2.8761281364673215,64.25,29.29,0.6,0.18,4.8,1.01
GA,Emanuel,13.0,22598.0,0.33117975,0.66882025,0.000309762,0.015532348,0.002035578,25709.71005,23894.55338,24917.88633,0.004336667,0.372239748,0.619995147,0.007765106,26.62,51.0,8.0,10.0,0.9,1.3718028144083547,60.77,33.37,0.68,0.2,4.08,0.94
GA,Evans,9.2,11000.0,0.387181818,0.612818182,0.002636364,0.018272727,0.002,26508.12721,22908.14738,26136.94608,0.001960909,0.356420233,0.638651102,0.004928664,26.33,54.0,10.0,13.0,0.9,1.7272727272727273,56.62,28.77,0.55,0.08,13.1,1.06
GA,Fannin,11.8,23682.0,0.0,1.0,0.004602652,0.020437463,0.001731273,23277.13704,29406.40223,25285.74686,0.002756946,0.246693122,0.737622827,0.015684051,26.22,65.0,16.0,7.0,0.4,1.8157250232243898,96.11,0.32,0.3,0.29,1.82,1.19
GA,Fayette,8.4,106567.0,0.818217647,0.181782353,0.000788237,0.02433211,0.002674374,33067.10235,40652.63598,36578.51971,0.002270872,0.342425111,0.649028169,0.00854672,16.91,85.0,39.0,8.0,0.4,2.0831964867172768,67.75,19.82,3.85,0.21,6.34,2.24
GA,Floyd,12.0,96317.0,0.631778398,0.368221602,0.004682455,0.015843517,0.002408713,30955.31706,34483.14721,33002.03204,0.010808061,0.312483559,0.676117265,0.011399176,26.28,61.0,16.0,10.0,1.2,1.3393274292181025,73.67,14.01,1.27,0.2,9.33,1.87
GA,Forsyth,8.1,175511.0,0.900781148,0.099218852,0.001247785,0.025280467,0.001874526,40389.92125,43602.25045,41745.72307,0.000940112,0.204388665,0.78494481,0.010666525,16.03,76.0,43.0,6.0,0.8,2.068246434696401,80.3,2.44,6.2,0.21,9.43,1.64
GA,Franklin,12.9,22084.0,0.110713639,0.889286361,0.000860351,0.016029705,0.002082956,26280.86744,0.0,29299.8817,0.003415595,0.237086585,0.751765143,0.011148272,25.5,55.0,10.0,8.0,1.8,2.35464589748234,85.64,8.25,0.55,0.13,3.92,1.71
GA,Fulton,10.6,920581.0,0.98922311,0.01077689,0.008462047,0.026851521,0.002022636,46850.40484,67225.09629,59956.40125,0.003339967,0.670565148,0.320825978,0.008608873,16.64,64.0,45.0,11.0,1.2,1.157964372499541,40.85,43.5,5.57,0.17,7.88,2.2
GA,Gilmer,11.4,28292.0,0.1235685,0.8764315,0.001378482,0.016930581,0.002050049,26650.34744,27504.37601,27071.82851,0.003847731,0.23446049,0.754148354,0.011391156,26.47,52.0,12.0,9.0,1.1,3.499222395023328,88.64,0.35,0.23,0.25,9.46,1.31
GA,Glynn,10.1,79626.0,0.794338533,0.205661467,0.006166328,0.025418833,0.003277824,28320.24151,35858.65451,31609.19966,0.006028182,0.380192556,0.614228727,0.005578717,22.73,57.0,26.0,11.0,2.2,1.6954261170974305,64.81,25.78,1.12,0.18,6.44,1.8
GA,Gordon,12.9,55186.0,0.484416337,0.515583663,0.003569746,0.014387707,0.002844924,32618.7996,30779.68561,31687.6454,0.005073751,0.242403589,0.744760607,0.012835804,27.57,60.0,11.0,8.0,1.2,1.5946073279454935,79.92,3.52,0.95,0.24,14.02,1.96
GA,Greene,13.3,15994.0,0.172502188,0.827497812,0.003501313,0.021883206,0.002688508,29055.666,34506.0511,31921.51779,0.004876829,0.421644147,0.572294482,0.006061371,23.94,57.0,19.0,13.0,1.3,3.2512192072027006,54.84,38.0,0.34,0.24,5.58,1.1
GA,Habersham,10.8,43041.0,0.412374248,0.587625752,0.001788992,0.015705955,0.001765758,26019.99266,29584.85322,27850.92337,0.003415348,0.195840086,0.794570502,0.009589411,23.66,59.0,17.0,9.0,0.7,0.9293464371180966,80.44,3.28,2.22,0.19,12.39,1.79
GA,Hall,9.8,179684.0,0.794433561,0.205566439,0.001814296,0.018170789,0.001808731,34104.24337,39684.68031,37089.06764,0.008047461,0.241239487,0.750266987,0.008493526,21.23,59.0,19.0,11.0,1.2,2.6379644264375237,63.61,7.1,1.77,0.21,26.1,2.2
GA,Hancock,23.2,9429.0,0.384134055,0.615865945,0.001272669,0.006893626,0.000848446,33058.82353,0.0,20852.81981,0.003772404,0.813766114,0.18301105,0.003222836,27.37,64.0,11.0,17.0,2.1,0.10605578534309046,23.46,73.8,0.5,0.22,1.47,0.6
GA,Harris,7.8,32024.0,0.033162628,0.966837372,0.000874344,0.010898076,0.000718211,22572.50188,28997.95396,26266.36905,0.005995503,0.280654682,0.714247384,0.005097934,19.99,73.0,26.0,9.0,0.7,2.0297277042218336,77.59,17.04,0.87,0.31,2.72,1.49
GA,Hart,11.7,25213.0,0.255344465,0.744655535,0.003450601,0.013802404,0.001784794,28207.86092,34515.36174,30936.96398,0.002039821,0.336432713,0.653569286,0.009998,24.26,58.0,13.0,12.0,0.0,1.4674969261888708,76.2,18.61,0.84,0.11,3.12,1.27
GA,Heard,12.2,11834.0,0.0,1.0,0.002112557,0.00853473,0.001267534,27273.75566,0.0,34481.66023,0.003645428,0.246627219,0.741538462,0.01183432,30.13,63.0,8.0,10.0,0.0,2.8730775730944735,86.11,9.73,0.47,0.27,1.88,1.73
GA,Henry,10.5,203922.0,0.861466639,0.138533361,0.002123361,0.012352762,0.001716343,30234.90121,29564.41637,29858.54283,0.003231628,0.459338766,0.534008093,0.006653141,21.06,72.0,23.0,11.0,0.2,1.3583625111562263,52.51,36.32,2.89,0.24,5.79,2.44
GA,Irwin,14.9,9538.0,0.352904173,0.647095827,0.002306563,0.011323129,0.001572657,25823.19079,30125.0,26788.90306,0.058188299,0.312695925,0.680512017,0.006792059,28.51,59.0,11.0,11.0,0.0,1.9920318725099602,70.44,25.78,0.64,0.02,2.39,0.89
GA,Jackson,10.6,60485.0,0.399851203,0.600148797,0.001223444,0.015078119,0.002777548,32490.16854,33472.43908,33048.9167,0.005439365,0.215592334,0.774216028,0.010191638,22.77,71.0,12.0,10.0,0.2,2.4964867322476647,83.81,6.7,1.7,0.15,6.18,1.76
GA,Jeff Davis,12.9,15068.0,0.304884523,0.695115477,0.002123706,0.01519777,0.00205734,26491.5912,26726.36364,26567.12489,0.004313778,0.256915498,0.732663888,0.010420614,25.25,53.0,10.0,11.0,0.0,2.654632333421821,73.37,14.68,0.46,0.18,10.47,1.19
GA,Jefferson,14.2,16930.0,0.193325458,0.806674542,0.001535735,0.01470762,0.001712936,32304.78854,0.0,32111.1403,0.016893089,0.573541609,0.423140724,0.003317667,26.07,67.0,10.0,15.0,1.2,3.1305375073833432,41.44,54.26,0.38,0.11,3.05,0.87
GA,Jenkins,15.4,8340.0,0.338968825,0.661031175,0.005755396,0.011390887,0.001798561,24341.72662,26718.51852,23815.34772,0.002517986,0.430813953,0.562790698,0.006395349,26.21,63.0,12.0,13.0,0.0,1.9184652278177459,54.05,40.2,0.43,0.26,4.0,1.15
GA,Johnson,10.9,9980.0,0.345891784,0.654108216,0.004609218,0.011122244,0.001102204,31824.34128,0.0,27414.05508,0.002905812,0.328489169,0.665204277,0.006306553,27.13,61.0,8.0,13.0,1.1,2.104208416833667,62.31,34.68,0.22,0.17,1.86,0.81
GA,Jones,9.8,28669.0,0.322857442,0.677142558,0.001499878,0.010359622,0.00118595,27251.875,27637.55459,28706.0241,0.004270466,0.367583213,0.62566329,0.006753497,23.0,61.0,18.0,10.0,0.0,2.5114234887857965,72.66,24.34,0.65,0.21,1.1,1.1
GA,Lamar,14.4,18317.0,0.391275864,0.608724136,0.004640498,0.011082601,0.001583229,25574.11957,23449.51923,26790.72735,0.006551291,0.357960458,0.633844953,0.008194589,26.04,60.0,13.0,12.0,2.4,3.0572692034721847,65.2,30.69,0.37,0.19,1.86,1.67
GA,Lanier,10.7,10078.0,0.288747767,0.711252233,0.000793808,0.009228021,0.001289938,25015.34527,13521.12676,23248.91775,0.0,0.369648451,0.621997912,0.008353637,27.21,56.0,10.0,11.0,0.0,1.488390553681286,68.46,23.49,1.0,0.38,4.57,2.34
GA,Laurens,13.4,48434.0,0.43355907,0.56644093,0.004294504,0.017384482,0.002807945,26306.76748,34742.94923,30355.7432,0.004642606,0.389677484,0.604504188,0.005818328,23.76,60.0,15.0,16.0,1.5,2.167898583639592,59.71,35.65,0.99,0.18,2.36,1.19
GA,Lee,9.2,28298.0,0.637712913,0.362287087,0.001060146,0.011449572,0.001307513,28866.94826,28716.52174,28026.70807,0.002796664,0.236876289,0.758386185,0.004737526,24.69,66.0,19.0,11.0,0.0,2.438334864654746,75.81,18.51,2.15,0.23,1.98,1.37
GA,Liberty,9.2,63453.0,0.768395505,0.231604495,0.003750808,0.00932974,0.001969962,24094.44444,40479.22164,32761.33985,0.003145163,0.639594529,0.355886663,0.004518808,22.78,56.0,15.0,18.0,1.0,1.8123650576016894,42.69,41.0,1.86,0.45,9.71,4.66
GA,Lowndes,9.7,109233.0,0.727957668,0.272042332,0.002911208,0.018693984,0.002828815,28900.12572,27203.71863,28109.13385,0.005553084,0.449821611,0.542711519,0.007466871,24.98,62.0,24.0,12.0,1.4,2.059817088242564,56.06,35.53,1.43,0.28,4.8,2.12
GA,Lumpkin,10.5,29966.0,0.160581993,0.839418007,0.002703063,0.014983648,0.001301475,28245.60169,28990.14778,28516.34572,0.004519455,0.233498871,0.751783296,0.014717833,21.32,58.0,22.0,9.0,0.0,2.3026096242408065,91.83,1.03,0.44,0.56,4.49,1.81
GA,McIntosh,10.7,14333.0,0.256889695,0.743110305,0.003348915,0.010256052,0.002581455,27603.61446,15831.3253,23679.51807,0.006235959,0.465843489,0.52629891,0.007857601,25.64,61.0,12.0,11.0,2.7,4.534989185795019,60.81,35.81,0.31,0.32,1.58,1.23
GA,Macon,13.4,14740.0,0.468113976,0.531886024,0.003799186,0.010786974,0.001696065,24152.52417,42791.57667,32676.16708,0.002280868,0.652287319,0.343499197,0.004213483,28.76,48.0,11.0,16.0,2.2,0.6784260515603798,33.66,60.39,1.29,0.13,3.58,0.98
GA,Madison,10.6,28120.0,0.081223329,0.918776671,0.005903272,0.011948791,0.000640114,23596.3964,26024.01747,24120.11305,0.002814367,0.260888693,0.723801144,0.015310163,26.16,59.0,12.0,13.0,0.0,2.1337126600284497,85.73,8.25,0.62,0.22,4.05,1.25
GA,Meriwether,13.9,21992.0,0.167151692,0.832848308,0.002455438,0.012231721,0.001227719,29906.81502,0.0,33203.68635,0.004252455,0.469802189,0.524200337,0.005997475,28.3,51.0,11.0,14.0,1.3,2.6827937431793383,57.32,39.03,0.64,0.3,1.58,1.19
GA,Miller,10.5,6125.0,0.0,1.0,0.001142857,0.017959184,0.002285714,20864.56401,31284.94624,26861.97685,0.003755102,0.298758218,0.69357195,0.007669832,25.69,77.0,13.0,12.0,1.6,2.9387755102040813,69.18,27.71,0.38,0.23,1.52,1.16
GA,Monroe,10.3,26424.0,0.197699061,0.802300939,0.001702997,0.016121708,0.001854375,28429.53473,38054.23502,33258.86108,0.006107327,0.338471684,0.65394444,0.007583876,24.09,59.0,22.0,12.0,0.4,3.670905237662731,72.29,23.65,0.79,0.24,2.02,1.04
GA,Morgan,10.6,17868.0,0.246306246,0.753693754,0.001623013,0.02126707,0.003134094,27229.60152,32591.00204,30054.22877,0.003518021,0.337777292,0.654245438,0.00797727,22.22,69.0,20.0,10.0,0.6,2.910230579807477,71.71,23.5,0.59,0.25,2.76,1.29
GA,Murray,13.9,39628.0,0.298728172,0.701271828,0.001362673,0.008428384,0.00118603,30163.4586,33195.42995,31994.3113,0.002919905,0.265858373,0.718678615,0.015463012,29.57,53.0,6.0,8.0,0.0,1.6402543656000808,84.96,0.53,0.28,0.24,13.01,1.59
GA,Newton,12.9,99958.0,0.687558775,0.312441225,0.003801597,0.011364773,0.001330559,34280.36414,36836.14458,35462.65791,0.0028569,0.502642693,0.490816942,0.006540364,23.84,51.0,19.0,12.0,0.8,2.421016827067368,52.02,40.39,0.88,0.2,4.64,2.08
GA,Paulding,10.1,142324.0,0.799471628,0.200528372,0.001517664,0.0094854,0.001053933,27379.18617,24822.67299,26297.21684,0.002023552,0.302342722,0.687759937,0.009897341,23.37,66.0,19.0,9.0,0.3,1.8760012366150474,75.0,16.73,0.87,0.25,5.1,2.31
GA,Peach,12.2,27695.0,0.61776494,0.38223506,0.006499368,0.014190287,0.002455317,23854.7046,0.0,29478.66149,0.002166456,0.530855352,0.463322884,0.005821764,24.11,54.0,17.0,13.0,0.4,2.130348438346272,45.13,45.67,0.8,0.21,6.82,1.53
GA,Pickens,11.1,29431.0,0.268968095,0.731031905,0.0009174,0.019843023,0.001868778,29529.28204,34084.26547,30655.84655,0.002572458,0.202956359,0.78241827,0.014625372,24.79,59.0,25.0,7.0,1.7,3.1939111820869153,94.47,1.01,0.4,0.23,2.78,1.17
GA,Pierce,10.6,18758.0,0.206471905,0.793528095,0.001492696,0.015833244,0.001226144,24742.04947,33233.82046,26086.25248,0.00335217,0.184508909,0.80989545,0.005595641,26.09,64.0,11.0,9.0,0.6,1.5460070369975476,84.55,8.77,0.31,0.37,4.73,1.38
GA,Pike,10.8,17869.0,0.010353126,0.989646874,0.000615591,0.012535676,0.000615591,30143.93939,0.0,26544.08749,0.001629638,0.192002926,0.798122638,0.009874436,23.71,70.0,16.0,8.0,0.6,2.9100677150372154,86.78,10.21,0.31,0.29,1.08,1.35
GA,Rockdale,11.4,85215.0,0.85067183,0.14932817,0.004682274,0.018928592,0.003191926,34251.02975,40386.49436,37350.83217,0.003931233,0.544369596,0.44876147,0.006868933,19.94,64.0,22.0,12.0,1.0,3.2388663967611335,40.87,45.76,1.76,0.21,9.46,2.15
GA,Schley,12.2,5010.0,0.0,1.0,0.000798403,0.011177645,0.000798403,33132.53012,0.0,32525.38071,0.001397206,0.275604143,0.720368239,0.004027618,26.11,66.0,15.0,12.0,2.5,1.596806387225549,72.1,23.29,0.72,0.04,3.21,0.98
GA,Seminole,12.7,8729.0,0.314469011,0.685530989,0.002062092,0.018558827,0.002176653,26488.60182,23172.04301,26077.89614,0.005105969,0.415415415,0.579329329,0.005255255,24.99,62.0,10.0,12.0,3.3,2.864016496735021,63.19,33.07,0.38,0.14,2.34,1.0
GA,Spalding,15.0,64073.0,0.58380285,0.41619715,0.004370015,0.01498291,0.002247437,28117.57677,30329.89431,29195.1952,0.012485758,0.401544249,0.58938824,0.009067511,26.57,50.0,12.0,13.0,2.1,2.6844380628345794,60.85,32.68,0.88,0.24,3.83,1.64
GA,Stephens,12.5,26175.0,0.414364852,0.585635148,0.002215855,0.017726839,0.002979943,25540.72398,34624.677,30697.92176,0.004297994,0.257202624,0.731102025,0.01169535,26.23,57.0,16.0,9.0,1.2,2.7125119388729706,84.07,10.78,0.67,0.26,2.42,1.98
GA,Stewart,10.4,6058.0,0.0,1.0,0.00165071,0.010399472,0.001320568,28119.7411,27630.48499,27672.79895,0.01518653,0.619952494,0.371971496,0.00807601,28.31,29.0,10.0,14.0,4.2,1.3205678441729944,27.32,46.76,0.73,0.18,24.0,0.99
GA,Sumter,13.4,32819.0,0.582162772,0.417837228,0.009201987,0.016575764,0.002833724,26438.2341,27612.45675,26922.67428,0.014958713,0.527503065,0.46726604,0.005230895,24.83,47.0,19.0,14.0,0.9,3.1993662207867395,40.87,51.48,1.27,0.29,5.23,1.15
GA,Tattnall,9.2,25520.0,0.317633229,0.682366771,0.001724138,0.010031348,0.000862069,27404.65116,18898.39572,28558.61121,0.003157132,0.287756926,0.704498064,0.00774501,26.73,60.0,11.0,11.0,0.0,1.4498432601880877,59.55,29.09,0.39,0.21,9.8,1.31
GA,Taylor,14.6,8906.0,0.0,1.0,0.001347406,0.011228385,0.00145969,26863.0137,23843.97163,28842.35977,0.004182574,0.428691041,0.56405247,0.007256489,27.15,60.0,9.0,12.0,0.0,3.143947900291938,57.52,39.13,0.64,0.06,1.84,0.83
GA,Telfair,14.9,16500.0,0.530121212,0.469878788,0.002424242,0.010060606,0.00169697,23936.68342,0.0,20085.25708,0.001538182,0.425697302,0.568358482,0.005944216,26.43,53.0,9.0,11.0,3.0,1.3333333333333333,51.08,35.33,0.55,0.05,12.28,1.73
GA,Thomas,11.4,44720.0,0.539780859,0.460219141,0.002683363,0.020013417,0.002951699,30908.41615,37197.93031,33989.60406,0.008161896,0.418224172,0.576520938,0.005254889,26.13,61.0,21.0,9.0,1.1,1.721824686940966,58.32,36.71,0.68,0.37,2.85,1.22
GA,Tift,12.1,40118.0,0.592178075,0.407821925,0.008076175,0.02123735,0.003813749,29192.34411,31645.08571,30475.35802,0.00480009,0.33309953,0.661499614,0.005400856,25.85,54.0,17.0,15.0,0.2,2.8166907622513584,58.71,28.79,1.26,0.18,10.06,1.57
GA,Towns,13.0,10471.0,0.0,1.0,0.001337026,0.027313533,0.002292045,25156.71307,30890.31079,26287.31074,0.003779009,0.242376721,0.747865482,0.009757798,22.94,100.0,19.0,6.0,0.9,2.4830484194441795,96.48,0.37,0.41,0.29,1.97,0.58
GA,Treutlen,12.2,6885.0,0.411328976,0.588671024,0.004066812,0.011764706,0.00130719,20113.08562,19440.36697,20012.36264,0.002946986,0.376438727,0.618144888,0.005416385,28.12,52.0,9.0,12.0,0.0,2.759622367465505,64.87,32.52,0.19,0.15,1.5,0.99
GA,Troup,11.7,67044.0,0.557007338,0.442992662,0.003191934,0.016064077,0.003042778,32215.50591,41496.35036,38098.04575,0.01200704,0.401682803,0.591324727,0.00699247,25.74,61.0,19.0,12.0,1.3,2.0136030069804907,60.27,33.29,1.57,0.2,3.24,1.51
GA,Twiggs,15.6,9023.0,0.0,1.0,0.001329935,0.007647124,0.000664967,21429.16667,44386.95652,41647.80764,0.0,0.531533525,0.461827838,0.006638637,26.72,41.0,6.0,11.0,0.0,4.5439432561232405,56.07,41.04,0.16,0.3,1.37,1.14
GA,Union,11.2,21356.0,0.0,1.0,0.000515078,0.022757071,0.002013486,28332.15391,26437.33333,28834.69555,0.002780483,0.233778446,0.753526425,0.012695129,22.36,84.0,18.0,7.0,0.0,1.7325341824311669,95.27,0.44,0.35,0.31,2.43,1.19
GA,Upson,12.4,27153.0,0.530917394,0.469082606,0.002762126,0.01399477,0.002614812,26019.35269,32934.01361,29443.48998,0.006960557,0.355573067,0.63838543,0.006041502,28.3,61.0,11.0,9.0,0.4,2.320185614849188,68.21,27.78,0.46,0.22,2.17,1.23
GA,Walton,10.8,83768.0,0.573417057,0.426582943,0.001921975,0.015769745,0.001384777,29186.76998,33294.60784,30889.21243,0.004370881,0.23508022,0.75648143,0.00843835,23.44,60.0,15.0,8.0,0.3,2.1487919014420784,78.4,15.51,1.13,0.23,3.2,1.49
GA,Ware,11.1,36312.0,0.705579423,0.294420577,0.002588676,0.019277374,0.00338731,26042.06115,34070.68649,29513.91825,0.008719432,0.324903351,0.669378222,0.005718428,26.33,53.0,13.0,9.0,1.1,3.3873099801718443,64.95,29.36,0.77,0.27,3.32,1.47
GA,Washington,14.7,21187.0,0.343984519,0.656015481,0.003634304,0.014206825,0.002171143,33829.73251,36852.02703,34663.00298,0.00188795,0.519801422,0.475685434,0.004513145,26.89,68.0,12.0,12.0,1.5,1.7463538962571388,44.08,52.5,0.49,0.09,1.92,0.99
GA,Wheeler,15.3,7421.0,0.0,1.0,0.000269505,0.008758927,0.000808516,27968.57671,0.0,28442.82946,0.002021291,0.359276018,0.637104072,0.00361991,27.86,57.0,8.0,11.0,0.0,1.2127745586848133,59.36,34.79,0.22,0.08,4.8,0.77
